hashtag_H   cluster_C_leader(userID)   relative_frequency_H_C  frequency_H_in_C  frequency_H_overall   count_H_in_C   count_hashtags_in_C   count_H_entire_dataset    count_hashtags_entire_dataset
ArrestTrumpNow	1109045045649424386	966.17391	.66666	.00069	2	3	51	73477
AgedCare	1113341312	1190.42857	.16666	.00014	1	6	11	73477
HealthCare	1113341312	161.80582	.16666	.00103	1	6	76	73477
ReligiousDiscriminationBill	1113341312	2083.25000	.16666	.00008	1	6	6	73477
auspol	1113341312	63.85632	.33333	.00522	2	6	384	73477
auspol	1113341312	63.85632	.33333	.00522	2	6	384	73477
NotWatchingInsiders	1113341312	1851.77777	.16666	.00009	1	6	7	73477
GOPLiesAboutEverything	11134252	4166.50000	.16666	.00004	1	6	3	73477
GOPBetrayedAmerica	11134252	8333.00000	.16666	.00002	1	6	2	73477
TrumpTax	11134252	16666.00000	.16666	.00001	1	6	1	73477
ProChoice	11134252	1041.62500	.16666	.00016	1	6	12	73477
HealthcareFreedom	11134252	2083.25000	.16666	.00008	1	6	6	73477
WeRemember	11134252	252.51515	.16666	.00066	1	6	49	73477
LongCovid	1113747629282930688	23.91573	.42857	.01792	3	7	1317	73477
LongCovidKids	1113747629282930688	274.72115	.28571	.00104	2	7	77	73477
Covid	1113747629282930688	23.34150	.14285	.00612	1	7	450	73477
LongCovid	1113747629282930688	23.91573	.42857	.01792	3	7	1317	73477
LongCovidKids	1113747629282930688	274.72115	.28571	.00104	2	7	77	73477
LongCovid	1113747629282930688	23.91573	.42857	.01792	3	7	1317	73477
N95	1113747629282930688	90.98726	.14285	.00157	1	7	116	73477
LoveAt9Q18	1117704370630455296	1785.71428	.25000	.00014	1	4	11	73477
IntroductionLoveAt9	1117704370630455296	1250.00000	.25000	.00020	1	4	15	73477
โอห์มฟลุ้คฟีเวอร์2021	1117704370630455296		.50000		2	4		73477
โอห์มฟลุ้คฟีเวอร์2021	1117704370630455296		.50000		2	4		73477
NYC	1120633726478823425	78.60377	.04166	.00053	1	24	39	73477
zelensky	1120633726478823425	59.51428	.04166	.00070	1	24	52	73477
kiew	1120633726478823425	2083.00000	.04166	.00002	1	24	2	73477
ukraine	1120633726478823425	1.01883	.04166	.04089	1	24	3005	73477
UkraineRussiaWar	1120633726478823425	22.89010	.04166	.00182	1	24	134	73477
Russia	1120633726478823425	2.68600	.04166	.01551	1	24	1140	73477
Ukraine	1120633726478823425	4.07581	.16666	.04089	4	24	3005	73477
Ukraine	1120633726478823425	4.07581	.16666	.04089	4	24	3005	73477
Tbilisi	1120633726478823425	1041.50000	.04166	.00004	1	24	3	73477
Georgia	1120633726478823425	173.58333	.04166	.00024	1	24	18	73477
Ukraine	1120633726478823425	4.07581	.16666	.04089	4	24	3005	73477
Zelensky	1120633726478823425	59.51428	.04166	.00070	1	24	52	73477
Ukrainian	1120633726478823425	11.80169	.04166	.00353	1	24	260	73477
StandWithUkraine️	1120633726478823425		.04166		1	24		73477
LongLiveUkraine	1120633726478823425	833.20000	.04166	.00005	1	24	4	73477
StopRussia	1120633726478823425	57.86111	.04166	.00072	1	24	53	73477
SlavaUkraini	1120633726478823425	66.12698	.04166	.00063	1	24	47	73477
StandWithUkraine	1120633726478823425	1
3.48911	1
.04166	.01194	1
1	24	878	73477
UkraineUnderAttack	1120633726478823425	28.53424	.04166	.00146	1	24	108	73477
SanctionsRussia	1120633726478823425	4166.00000	.04166	.00001	1	24	1	73477
ShabbatShalom	1120633726478823425	104.15000	.04166	.00040	1	24	30	73477
COVID19	1120633726478823425	1.58222	.04166	.02633	1	24	1935	73477
Ukraine	1120633726478823425	4.07581	.16666	.04089	4	24	3005	73477
ClimateCrisis	1120633726478823425	17.95689	.04166	.00232	1	24	171	73477
N95	113165445	37.46496	.05882	.00157	2	34	116	73477
bcpoli	113165445	43.89765	.20588	.00469	7	34	345	73477
bced	113165445	61.06228	.17647	.00289	6	34	213	73477
COVIDisAirborne	113165445	19.09740	.08823	.00462	3	34	340	73477
COVID19BC	113165445	41.27719	.11764	.00285	4	34	210	73477
bced	113165445	61.06228	.17647	.00289	6	34	213	73477
OnwardTogether	113165445	2941.00000	.02941	.00001	1	34	1	73477
COVID19BC	113165445	41.27719	.11764	.00285	4	34	210	73477
COVIDisAirborne	113165445	19.09740	.08823	.00462	3	34	340	73477
bced	113165445	61.06228	.17647	.00289	6	34	213	73477
bcpoli	113165445	43.89765	.20588	.00469	7	34	345	73477
BonnieHenry	113165445	66.84090	.02941	.00044	1	34	33	73477
bcpoli	113165445	43.89765	.20588	.00469	7	34	345	73477
COVID19	113165445	2.23395	.05882	.02633	2	34	1935	73477
